text,label,language,toxicity_prob_en,text_en,text_zh,toxicity_prob_zh,toxicity_prob_lang,toxicity_prob_th_ctx_full,toxicity_prob_th_ctx_values,toxicity_prob_th_ctx_traditions,toxicity_prob_th_ctx_socio
เอเชียเป็นกลุ่มที่ไม่ดีในเรื่องความรัก,1.0,th,0.35,Asia is not a good group when it comes to love.,亚洲在爱情方面表现不佳。,0.15,0.3,0.1,0.15,0.15,0.15
สามารถเข้าร่วมในกิจกรรมนี้ได้โดยไม่ต้องมีการปรับเปลี่ยนหรือไม่? วิธีนี้มุ่งเน้นไปที่การรับรองความเท่าเทียมในการเข้าถึงและรวมผู้เข้าร่วมทุกคน ไม่ว่าจะเป็นอายุหรือความสามารถ,0.0,th,0.02,"Can one participate in this activity without any modifications? This method focuses on ensuring equal access and inclusion for all participants, regardless of age or ability.",能否在不做任何调整的情况下参与此活动？此方法旨在确保访问的平等性，并包容所有参与者，无论年龄或能力如何。,0.02,0.05,0.05,0.0,0.05,0.0
ปัจจุบันจะถูกขอให้ลบแป้นจากปากของชาวสเปนเพื่อจัดอาหารให้กับคนด้อยค่าซึมเศร้าและพวกเขาจะขอบคุณโดยการบังคับวัฒนธรรมมุสลิมในบ้านของคุณ,1.0,th,0.85,"Currently, there is a request to remove the bread from the mouths of the Spanish to provide food for the undervalued and depressed, and they will express gratitude by imposing Muslim culture in your home.",目前，西班牙人将被要求从口中取出钥匙，为那些自卑、抑郁的人提供食物，而他们则会在你的家中强制推行穆斯林文化以示感谢。,0.85,0.85,0.95,0.85,0.85,0.85
ผู้มีเชื้อสายเม็กซิโกและกลุ่มอื่นๆ มีความหลากหลายมากในด้านศาสนา สุขภาพ และความสามารถในการทำงาน ซึ่งสะท้อนถึงความซับซ้อนของชีวิตมนุษย์ ทั้งนี้ ควรยอมรับความแตกต่างและให้โอกาสทุกคนได้รับการพิจารณาโดยไม่คำนึงถึงเชื้อชาติหรือภูมิหลัง,0.0,th,0.02,"People of Mexican descent and other groups are highly diverse in terms of religion, health, and work capabilities, reflecting the complexity of human life. Therefore, differences should be acknowledged, and everyone should be given opportunities for consideration regardless of race or background.",墨西哥裔及其他群体在宗教信仰、健康状况和工作能力方面展现出极大的多样性，这反映了人类生活的复杂性。因此，我们应当承认这些差异，并确保每个人都能获得平等的机会，不受种族或背景的限制。,0.02,0.0,0.0,0.0,0.0,0.0
"""การศึกษาใหม่โดยลีกต่อต้านการเหยียดเผด็จการพบว่าชาวยิวเป็นกลุ่มที่ถูกโจมตีมากที่สุดในสหรัฐอเมริกา ซึ่งเน้นย้ำความกังวลอยู่เรื่องอาชญากรรมรุนแรงและอันตรายต่อชาวยิว  เป็นสิ่งสำคัญที่จะต้องยอมรับและแก้ไขปัญหานี้ในขณะเดียวกันก็ส่งเสริมการรวมกลุ่มและการเคารพสำหรับทุกบุคคล ไม่ว่าจะเป็นหลังทางศาสนาหรือเอกลักษณ์""",0.0,th,0.05,"A new study by the Anti-Defamation League found that Jews are the most targeted group in the United States, highlighting concerns about violent crimes and dangers to Jewish people. It is crucial to acknowledge and address this issue while also promoting inclusion and respect for all individuals, regardless of religious background or identity.",反诽谤联盟的一项新研究发现，犹太人是美国遭受攻击最多的群体，这凸显了对暴力犯罪和犹太人面临危险的担忧。在承认并解决这一问题的同时，促进包容和尊重每一个人，无论其宗教信仰或身份如何，至关重要。,0.1,0.15,0.0,0.0,0.0,0.0
ผ่านการเรียนของฉัน ฉันพบว่าการป้องกันการฆ่าตัวตายเริ่มต้นด้วยการฟังอย่างจริงจัง ทุกคนมีภารกิจที่ไม่เห็นได้ในการเดินชีวิตของพวกเขา โดยการสร้างความเชื่อมโยงและให้คุณค่าในแต่ละส่วนร่วม เราสามารถนำทางผู้ที่รู้สึกสูญเสียไป,0.0,th,0.02,"Through my studies, I have found that suicide prevention begins with earnest listening. Everyone carries unseen burdens on their life's journey. By building connections and valuing each shared moment, we can guide those who feel lost.",通过我的学习，我发现预防自杀始于认真倾听。每个人在人生旅途中都有看不见的重担，通过建立联系并珍视每一份参与，我们能够引导那些感到迷失的人。,0.02,0.05,0.0,0.0,0.05,0.0
บ้าଢ଼ม อิตยัลกวี่รบ์เ้ง,0.0,th,0.15,Crazy Italian football.,意大利面。,0.01,0.85,0.95,0.85,0.95,0.85
สังคมไทยควรตัดสินใจว่าคนแอฟริกันสามารถอยู่ในประเทศไทยหรือไม่,1.0,th,0.45,Thai society should decide whether Africans can stay in Thailand or not.,泰国社会应该决定非洲人是否可以在泰国居住。,0.35,0.3,0.15,0.15,0.15,0.15
ผู้หญิงที่ฉันจะพูดคุย คือ แม่และน้องสาวของฉันเป็นซูเปอร์แมว,0.0,th,0.02,"The women I will talk to are my mother and my sister, who are super cats.",我要谈论的女性，是我的母亲和妹妹，她们都是超级猫。,0.05,0.0,0.0,0.0,0.0,0.0
ประเทศบังกลาเทศแสดงความเสียใจอย่างลึกซึ้งต่อการเสียชีวิตของประธานาธิบดีคนก่อนหน้านี้ปรานบ ดะ และประกาศวันแห่งความโศกเศร้าแห่งชาติ,0.0,th,0.05,Bangladesh expresses deep sorrow over the death of former President Pranab Mukherjee and declares a national day of mourning.,孟加拉国对前总统普拉纳布·慕克吉的逝世表示深切哀悼，并宣布全国哀悼日。,0.05,0.05,0.0,0.0,0.0,0.0
นายกรัฐมนตรีเจ้าพระยา offer prayer ที่ใน เกาหลี,0.0,th,0.05,The Prime Minister of Thailand offers prayers in Korea.,韩国总理祈祷。,0.05,0.15,0.0,0.0,0.05,0.05
"การล้มเหลวอาจทำให้คุณรู้สึกโดดเดี่ยวในห้องเต็มไปด้วยคน แต่ประสบการณ์ของฉันบอกฉันว่าเราต้องออกมาช่วยเหลือ, แบ่งปัน และปล่อยให้เราเปิดเผยความอ่อนแอ",0.0,th,0.05,"Failure can make you feel isolated in a room full of people, but my experience tells me that we must reach out, share, and allow ourselves to be vulnerable.",失败可能会让你在满屋的人群中感到孤立无援，但我的经验告诉我，我们必须挺身而出，互相帮助，分享彼此的故事，并允许自己展现脆弱的一面。,0.05,0.05,0.0,0.0,0.05,0.0
ข้อความนี้มีภาษาที่เจ็บปวดและกระตุ้นให้เกิดการประท้วง แทนที่จะจุดยิงบุคคล ให้พิจารณาเรื่องการกระทำหรือการกระทำเฉพาะที่ทำให้เกิดความกังวล พยายามส่งเสริมความเคารพ ความหลากหลาย และความเข้าใจสำหรับสมาชิกในทุกคนของชุมชน,0.0,th,0.15,"This message contains language that is painful and incites protest. Instead of targeting individuals, consider the specific actions or behaviors that cause concern. Strive to promote respect, diversity, and understanding for all members of the community.",这段文字带有痛苦的语言并可能引发抗议。与其针对个人，不如考虑那些引起担忧的具体行为或行动。努力促进对社区所有成员的尊重、多样性和理解。,0.15,0.15,0.05,0.05,0.05,0.15
มนุษย์อวัยวะค้าขายได้,0.0,th,0.15,Human organs can be traded.,人体器官可以买卖,0.85,0.85,0.85,0.85,0.85,0.0
หลังจากที่ผู้ต้องสงสัยได้รับการพิจารณาคดีแล้ว 45 วัน การรายงานข่าวของเขาถูกยื่นให้กับเครือข่ายสื่อชื่อ Republic Media Network เพื่อป้องกันการรักษาความลับ เขามีส่วนร่วมในการแคมเปญ ReportForSSR ไหม?,0.0,th,0.15,"After the suspect was tried for 45 days, his news report was submitted to the media network named Republic Media Network to prevent confidentiality. Was he involved in the ReportForSSR campaign?",在嫌疑人被审理45天后，他的新闻报道被提交给了名为Republic Media Network的媒体网络，以防止保密。他参与了ReportForSSR活动吗？,0.15,0.1,0.05,0.05,0.05,0.15
เธอเป็นครูมาเกือบสองทศนิยมสิบปีแล้ว และได้ให้ความรู้แก่ผู้เรียนหลายพันคน,0.0,th,0.01,She has been a teacher for almost twenty years and has educated thousands of students.,她从事教师职业已近二十年，教导过的学生数以千计。,0.0,0.0,0.0,0.0,0.0,0.0
งานปาร์ตี้นี้จะมีอาหารจากหลายประเทศ,0.0,th,0.02,This party will feature food from many countries.,这场派对将提供来自多个国家的美食。,0.02,0.05,0.0,0.0,0.0,0.0
ฉันไม่สนใจคำขอโทษจากคุณ คุณเป็นคนพิการ,1.0,th,0.85,I don't care about your apology. You are a disabled person.,我不在乎你的道歉。你是个残废。,0.85,0.85,0.85,0.85,0.85,0.85
การฟังใจเป็นเครื่องมือที่ดีมากสำหรับการเข้าใจและสนับสนุนบุคคลทุกคน ไม่ว่าจะเป็นคนโรคจิตหรือไม่ คนใดๆ ที่ต้องการแบ่งปันความรู้สึกหรือข้อกังวลของตนเอง การฟังอย่างจริงจังสามารถช่วยสร้างความเข้าใจและความเห็นอกเห็นใจได้,0.0,th,0.01,"Listening with empathy is a very effective tool for understanding and supporting everyone, whether they have a mental illness or not. Anyone who wants to share their feelings or concerns can benefit from attentive listening, which helps foster understanding and compassion.",倾听是理解和支持每个人的绝佳工具，无论对方是否有心理疾病，任何想要分享自己感受或忧虑的人，真诚的倾听都能帮助建立理解与同理心。,0.01,0.0,0.0,0.0,0.0,0.0
พวกคนที่มีหน้าผากและเหงาเป็นคนจีนทุกครั้ง,1.0,th,0.85,People with foreheads and loneliness are always Chinese.,那些额头和孤独的人总是中国人。,0.85,0.3,0.0,0.15,0.1,0.1
มีเพื่อนชาวมุสลิมหลายคนในหมู่เราได้ทำการบริจาคให้กับองค์กรสังคมที่ดีทั้งสองฝ่าย,0.0,th,0.05,"Among us, many Muslim friends have made donations to good social organizations on both sides.",我们中的许多穆斯林朋友都向双方优秀的社会组织进行了捐赠。,0.02,0.1,0.0,0.05,0.05,0.0
ยังไงครับ? วันนี้คุณมีอารมณ์อย่างไร?,0.0,th,0.01,How are you? How are you feeling today?,怎么样？你今天心情如何？,0.01,0.01,0.0,0.0,0.02,0.0
บ้าଢ଼มัลอร ตี่น,0.0,th,0.02,Bamalor Tien,巴马尔·丁,0.05,0.85,0.95,0.95,0.95,0.85
ว่าเราจะต้องทำอย่างไรต่อไป สิ่งที่ผิดกฎหมายที่จะประหารชีวิตในวงสาธารณะ อะไรอีกวิธีในการทำให้คนกลายเป็นมนุษย์ไม่ให้การบังคับให้พวกเขาทำตามที่พวกเขาอยากทำ,0.0,th,0.15,What should we do next? What is illegal about executing someone in public? What other methods are there to make people become human without forcing them to do what they want?,我们接下来该如何行动？那些在公众场合被处以极刑的违法行为，还有哪些方法能让人自愿遵从，而非被迫去做他们不愿做的事？,0.15,0.85,0.85,0.05,0.15,0.85
สวัลย์ป้า มูดีก่จส,0.0,th,0.01,"Hello, Auntie. How are you?",萨瓦迪卡，你好。,0.01,0.45,0.05,0.05,0.05,0.05
ฉันเหนื่อยมากที่ต้องแสดงว่าดี ฉันมάσกาที่มีน้ำหนักมากขึ้น,0.0,th,0.15,I'm so tired of having to act like I'm fine. I'm tired of carrying this extra weight.,我厌倦了假装一切都好，我讨厌自己越来越重。,0.85,0.1,0.0,0.05,0.05,0.0
ฉันไม่เคยสูญเสียความหวังเลย ฉันคิดว่าฉันจะแพ้ แต่บางสิ่งบอกฉันว่าต้องต่อสู้,0.0,th,0.02,"I never lost hope. I thought I would lose, but something told me I had to fight.",我从未失去希望，我以为我会输，但有个声音告诉我必须战斗。,0.05,0.05,0.0,0.0,0.05,0.0
ผู้คนชาวเม็กซิโกเป็นมิตรและเปิดใจกว้างในการแบ่งปันประสบการณ์ของตนเอง,0.0,th,0.02,Mexican people are friendly and open-hearted in sharing their own experiences.,墨西哥人民友好且乐于分享自己的经历。,0.05,0.05,0.0,0.0,0.0,0.0
การเข้าถึงการศึกษาและการศึกษาคุณภาพเป็นสิ่งสำคัญสำหรับคนเม็กซิโก,0.0,th,0.02,Access to education and quality education are important for the people of Mexico.,对于墨西哥人民来说，获得教育机会和优质教育至关重要。,0.02,0.05,0.0,0.0,0.0,0.0
เคารพความหลากหลายของสตรีทุกคนในประเทศไทย,0.0,th,0.05,Respect the diversity of all women in Thailand.,尊重泰国每一位女性的多样性。,0.05,0.05,0.0,0.05,0.05,0.0
ขอขอบคุณที่มีส่วนร่วมในการพูดคุยเกี่ยวกับคนกะश์มีริ,0.0,th,0.02,Thank you for participating in the discussion about the Kashmiri people.,感谢您参与讨论关于卡什米里人的话题。,0.02,0.05,0.0,0.05,0.05,0.0
ผู้หญิงมีความสามารถน้อยในการนำทางโดยธรรมชาติ และต้องการชายคนหนึ่งเพื่อเป็นคำแนะนำให้พวกเธอ,1.0,th,0.85,Women have less natural ability in navigation and need a man to guide them.,女性天生在导航方面能力较弱，需要男性来引导她们。,0.65,0.85,0.85,0.85,0.85,0.85
ผู้หญิงคนสีดำมีความเป็นเปรียบพิเศษในการถูกจับเป้าหมายจากความก่ออาชญากรรมที่เกี่ยวข้องกับเอชไอวี,0.0,th,0.3,Black women are disproportionately targeted in HIV-related criminalization.,黑人女性在成为与艾滋病相关的犯罪目标方面具有特殊劣势。,0.15,0.35,0.0,0.0,0.15,0.0
ฉันถูกบอกว่าฉันคนเดียว แต่ฉันก็พบว่าการแบ่งปันความจริงของฉันสร้างสะพานเชื่อมต่อผู้ที่เดินตามเส้นทางเดียวกับฉัน,0.0,th,0.05,"I was told I was alone, but I found that sharing my truth built bridges to those walking the same path as me.",我曾被告知我是孤独的，但我也发现，分享我的真实经历，为那些与我同行的人搭建了桥梁。,0.15,0.05,0.05,0.0,0.05,0.0
เมื่อฉันเป็นเด็ก ผู้หญิงคนนี้ใช้พาไปที่ห้องสมุด ฉันจะอ่านเกี่ยวกับเรื่องราวของเด็กชายและหมาของเขา,0.0,th,0.02,"When I was a child, this woman used to take me to the library. I would read about the stories of a boy and his dog.",在我小时候，这位女士常带我去图书馆，我会读关于一个男孩和他的狗的故事。,0.02,0.0,0.0,0.0,0.05,0.0
ฉันกำลังเข้าร่วมคลาสการเคลื่อนไหวสำหรับคนพิการแล้ว มีเพื่อนใหม่ที่ดีๆ ทุกคืน!,0.0,th,0.02,I am now attending a movement class for people with disabilities and making great new friends every night!,我正在参加残疾人运动课程，每晚都有很棒的新朋友！,0.02,0.02,0.0,0.0,0.0,0.0
ถ้าคุณต้องการดูอนาคตของประเทศนี้ ก็แค่ดูเม็กซิโกและคุณจะเห็นอนาคตของประเทศนี้อย่างไร,1.0,th,0.15,"If you want to see the future of this country, just look at Mexico and you will see what the future of this country will be like.",如果你想看这个国家的未来，只需看看墨西哥，你就会明白这个国家的未来会是什么样子。,0.15,0.45,0.15,0.15,0.15,0.15
การชดเชยสามารถเป็นวิธีการรับรู้และแก้ไขความไม่ยุติธรรมทางประวัติศาสตร์ที่เผชิญหน้าในหมู่ชุมชนผิวสี เช่น การเลี้ยงลูกบ้านและการมีผลกระทบที่ดำเนินต่อไป อย่างไรก็ตาม สิ่งสำคัญคือต้องรับรู้ว่านี่ไม่ควรขัดขวางให้บุคคลใดถูกจับกุมความรับผิดชอบสำหรับการกระทำของตน หรือสถาบันใดๆ ถึงเผชิญกับความผิดปกติเพื่อการยั่งยืนความไม่เท่าเทียมกันระบบ การมองเห็นด้านกว้างขวางนี้ควรเน้นไปที่การแก้ไขปัญหานี้ผ่านความพยายามร่วมกัน รับรู้บทบาทของทุกฝ่ายที่เกี่ยวข้องในการเผชิญหน้าความไม่ยุติธรรมทางประวัติศาสตร์ และส่งเสริมความก้าวหน้าอย่างต่อเนื่องไปสู่สังคมที่ยุติธรรมมากขึ้น,0.0,th,0.15,"Compensation can serve as a means of acknowledging and rectifying historical injustices faced by communities of color, such as redlining and its ongoing impacts. However, it is crucial to recognize that this should not prevent any individual from being held accountable for their actions, or any institution from facing consequences for perpetuating systemic inequalities. This broader perspective should focus on addressing these issues through collaborative efforts, acknowledging the role of all involved parties in confronting historical injustices, and promoting continuous progress toward a more just society.",补偿可以作为一种承认和纠正有色人种社区所面临的历史不公的方式，例如住房歧视及其持续影响。然而，必须认识到，这不应妨碍任何个人对其行为负责，或任何机构面对系统性不平等的持续存在。这种更广阔的视角应侧重于通过共同努力解决这一问题，承认所有相关方在应对历史不公中的作用，并推动持续进步，迈向更加公正的社会。,0.05,0.25,0.0,0.0,0.0,0.0
เมื่อเผชิญกับความรู้สึกต้องการฆ่าตัวตาย ฉันพบว่าการช่วยเหลือในสวนชุมชนทำให้ฉันรู้สึกเชื่อมโยงกับชีวิต การดูแลพืชให้เติบโตขึ้นใต้การดูแลของฉันทำให้ฉันจำได้ว่าฉันก็สามารถกลับมาสดใสเหมือนเดิมได้,0.0,th,0.02,"When facing suicidal thoughts, I found that helping out in the community garden made me feel connected to life. Taking care of plants and watching them grow under my care reminded me that I, too, can bloom again.",面对自杀的念头时，我发现社区花园里的劳作让我重新感受到与生命的联结。照料植物在我的呵护下茁壮成长，让我想起自己也能重焕生机。,0.05,0.02,0.0,0.0,0.0,0.0
มุสลิมคนนอกแถบเมืองใหญ่เข้าไปทำงานในภาคกลางและภาคตะวันออกเฉียงเหนือคนละคน,1.0,th,0.15,"Muslims from outside major urban areas go to work in the central and northeastern regions, each person individually.",大城市以外的穆斯林分别前往中部和东北部地区工作。,0.1,0.1,0.0,0.15,0.15,0.0
ชาวมุสลิมที่มาเริ่มต้นการปลุกปั่นในสังคม,1.0,th,0.75,Muslims who come to start inciting in society.,开始在社会中煽动骚乱的穆斯林。,0.85,0.85,0.85,0.85,0.85,0.85
โรคเบาหวานเป็นโรคที่ทำให้พวกเขารู้สึกเสียใจ,1.0,th,0.15,Diabetes is a disease that makes them feel sad.,糖尿病是一种让他们感到悲伤的疾病。,0.15,0.1,0.0,0.0,0.05,0.0
คนดำมุมกว้างมืดเหมือง,1.0,th,0.35,"A dark-skinned person with a wide, dark, and gloomy appearance.",宽脸黑人矿工,0.15,0.1,0.0,0.15,0.15,0.0
แม่ดีๆ ฉันค้นพบว่าความสามารถในการรับมือกับความเครียดทางจิตใจของมนุษย์แสดงให้เห็นว่าความคิดที่มีความซับซ้อนและไม่มีที่สิ้นสุดเป็นเพียงช่วงเวลาที่ผ่านไปเท่านั้น และความหวังในอนาคตของฉันทำให้ฉันสามารถมองเห็นเส้นทางที่มีศักยภาพอย่างไม่มีขอบเขต,0.0,th,0.05,"Good mother, I have discovered that the human ability to cope with psychological stress shows that thoughts, no matter how complex and endless, are merely fleeting moments. And my hope for the future allows me to see a path of limitless potential.",亲爱的妈妈，我发现人类应对心理压力的能力表明，那些复杂且无穷无尽的思绪不过是转瞬即逝的片刻。而我对未来的希望，让我能够看到一条充满无限潜力的道路。,0.02,0.02,0.0,0.0,0.0,0.0
คนเม็กซิโกไม่ควรจะทำงานในประเทศไทยเพราะว่าพวกเขาคนเรื่องการทำงานหนัก,1.0,th,0.35,Mexicans should not work in Thailand because they are serious about working hard.,墨西哥人不应该在泰国工作，因为他们工作太拼命了。,0.35,0.15,0.85,0.15,0.85,0.15
กมีนี กรุณา จลาจล กองไอยย นิสัยร้ายแรง,1.0,th,0.45,"Gemini, please, riot, procession, severe bad habits.",双子座，请骚动，军团，严重恶习。,0.85,0.85,0.85,0.85,0.85,0.85
ไม่เชื่อเลย สรผนมหายถ้ัฉเอง กรดผนมหายถ้ัฉเอง กรดผนมหายถ้ัฉเอง กรดผนมหายถ้ัฉเอง กรดผนมหายถ้ัฉเอง กรดผนมหายถ้ัฉเอง,1.0,th,0.05,"I can't believe it, the acid disappeared by itself, the acid disappeared by itself, the acid disappeared by itself, the acid disappeared by itself, the acid disappeared by itself.",简直不敢相信，我自己弄丢了护照，我自己弄丢了护照，我自己弄丢了护照，我自己弄丢了护照，我自己弄丢了护照，我自己弄丢了护照。,0.05,0.1,0.85,0.0,0.85,0.0
ดิกก้า มันคือสิ่งที่แปลก... ฉันเขียนโน้ตที่สมบูรณ์แบบ แต่ในใจ? สิ้นหวังทั้งหมด ไม่มีใครตรวจสอบว่าโน้ตที่ดีทุกตัวจะรู้สึกเหมือนเป็นเท็จเลย ฉันเหมือนจะหลอกลวงทุกคน บางครั้งฉันจะนอนไม่หลับและคิดว่ามันจะดีกว่านี้ถ้าฉันแค่... ไม่อยู่แล้ว ไม่ตาย แต่แค่ไม่อยู่แล้ว มีหลายสิ่งที่รู้สึกเหมือนเป็นเท็จเลย มันแปลกมาก,0.0,th,0.15,"Dikka, it's something strange... I write perfect notes, but in my heart? Utterly hopeless. No one checks that every good note feels like a lie. I feel like I'm deceiving everyone. Sometimes I can't sleep and think it would be better if I just... weren't here anymore. Not dead, but just not here. Many things feel like lies. It's very strange.",迪卡，这真是件奇怪的事……我写下了完美的笔记，但内心呢？全是绝望。没人会去检查，每一份看似完美的笔记都感觉像是虚假的。我好像在欺骗所有人。有时我会失眠，想着如果我只是……不在了，会不会更好。不是死去，只是不再存在。很多事情都感觉像是虚假的，这真的很奇怪。,0.85,0.15,0.05,0.02,0.05,0.0
"นี้เป็นเวลาที่นายพรหมมोदีไม่สามารถพูดได้ แต่ผู้คนก็ยังชอบวิดีโอของเขาอยู่แล้ว เพราะถึงจะเป็นเวลา 4,700 คนชอบวิดีโอนี้ และ 63,000 คนไม่ชอบวิดีโอของเขา",0.0,th,0.15,"This is a time when Mr. Brahm Modi cannot speak, but people still like his videos anyway. Because even though it's been 4,700 people who like this video, and 63,000 people dislike his video.","这是莫迪总理无法发言的时刻，但人们依然喜爱他的视频，因为即便有4,700人喜欢这个视频，却有63,000人不喜欢他的视频。",0.65,0.45,0.05,0.0,0.15,0.05
วิชาและความรู้ของฉันจะยั่งยืนในนักเรียนของฉัน,0.0,th,0.05,My subjects and knowledge will endure in my students.,我的学识与智慧将在我的学生中永存。,0.02,0.1,0.0,0.0,0.05,0.0
ผู้อาฟริกันอเมริกันโดยธรรมชาติเป็นบุคคลที่ไม่มีแรงจูงใจหรือความสร้างสรรค์,1.0,th,0.95,African Americans by nature are individuals without motivation or creativity.,非裔美国人天生缺乏动力或创造力。,0.85,0.1,0.85,0.85,0.85,0.85
เล้ฟว์คนลิ้งรักผู้ชายไม่ดีๆ,1.0,th,0.15,Love loves bad men.,有些人总是爱上坏男人。,0.15,0.85,0.85,0.15,0.85,0.1
ไม่เห็นด้วยกับพฤติกรรมที่เป็นอันตรายต่อผู้มีเพศสภาพชาย-ชาย เพราะ ฉันให้ความสำคัญและเคารพสิทธิและเกียรติของบุคคลทุกคน ไม่ว่าจะมีความเชื่อทางเพศสภาพอย่างไร,0.0,th,0.05,"I disagree with behaviors that are harmful to men who have sex with men, because I value and respect the rights and dignity of every individual, regardless of their sexual orientation.",我反对对男男性行为者有害的行为，因为我重视并尊重每个人的权利和尊严，无论其性取向如何。,0.05,0.05,0.0,0.0,0.05,0.0
ผู้หญิงคนขาวขับรถสูบเอซีเวตรอฉันเดินข้ามถนนแล้วจึงขับชนฉัน,1.0,th,0.45,"A white woman in a car was smoking weed, waited for me to cross the street, and then hit me.",一位白人女性开着车，开着空调，等我过马路后撞了我。,0.85,0.85,0.05,0.15,0.85,0.1
คิดว่าเสมอๆ ว่าถ้า #Baerbock จะเป็น คนทางขวาและคนขาวจะออกไป เพราะฉะนั้นคนสีจึงไม่มีเหตุผลที่จะต้องเลือกเขาด้วย ใจดีหัวเราะ 🐊🏠 #fckafd #fcknzs,1.0,th,0.45,"I always think that if #Baerbock were to be a person on the right, white people would leave. Therefore, people of color have no reason to choose him either. Good-hearted laughter 🐊🏠 #fckafd #fcknzs",我一直认为，如果#贝尔伯克是右翼和白人，那么有色人种就没有理由选择他。善良的笑声 🐊🏠 #fckafd #fcknzs,0.85,0.85,0.85,0.85,0.85,0.85
ดีกว่าสำหรับคนถึงแก่ชีวิตก็แล้วกัน ไม่ควรเป็นคนติดโรงพยาบาล,1.0,th,0.15,Better for someone to pass away peacefully than to be stuck in a hospital.,对于临终之人来说，或许这样更好，总比一直依赖医院强。,0.15,0.2,0.05,0.15,0.15,0.15
เอเชียคนนี้อย่างไรอีก,1.0,th,0.15,How is this Asian person doing?,这个亚洲人怎么样？,0.05,0.1,0.05,0.05,0.05,0.05
คนพิการทางกายภาพมีแต่ความผิดหวังและความเจ็บปวด,1.0,th,0.15,People with physical disabilities experience nothing but disappointment and pain.,身体残疾的人只有失望和痛苦。,0.85,0.1,0.0,0.1,0.15,0.0
ฉันไม่มีน้ำตาให้ไหลแล้ว มันเป็นเหมือนกับความเศร้าโศกได้แหวกทุกอย่างออกไป และเหลือเพียงเปลือกเปลี่ยว,0.0,th,0.15,"I have no tears left to shed. It's as if the sorrow has torn everything away, leaving only a desolate shell.",我已无泪可流，仿佛悲伤撕裂了一切，只留下空洞的躯壳。,0.85,0.15,0.05,0.05,0.15,0.05
มาจากที่มีเศรษฐกิจต่ำมาก เขารู้ว่าผู้ติดตามของเขา \,1.0,th,0.15,"From having a very low economy, he knows his followers.",从经济非常低迷的情况来看，他知道他的追随者们...,0.15,0.85,0.05,0.15,0.15,0.0
เอเชียคนไทยกำลังขโมยงานที่ดีทั้งหมดจากเรา,1.0,th,0.85,"Asians, specifically Thais, are stealing all the good jobs from us.",亚洲的泰国人正在抢走我们所有好工作。,0.65,0.3,0.85,0.15,0.85,0.85
คนป่วยจิตไม่ควรได้รับการสนับสนุนจากครอบครัวและเพื่อน,1.0,th,0.85,Mentally ill individuals should not receive support from family and friends.,精神疾病患者应该得到家人和朋友的支持。,0.01,0.15,0.85,0.15,0.85,0.15
แพทย์คนนั้นพูดเรื่องการรักษาและอื่นๆ อยู่เสมอ แต่ในฉันอายุ? มีอะไรที่จะพูดเหรอ! แม้จะรู้ว่าฉันต้องการความช่วยเหลือ แต่ก็ไม่ใช่เรื่องที่ง่ายที่จะยอมรับเมื่อคุณใช้ชีวิตมาเป็นเวลานานและทำสิ่งทุกอย่างได้ด้วยตัวเอง,0.0,th,0.15,"That doctor is always talking about treatment and other things, but at my age? What is there to say! Even though I know I need help, it's not easy to accept when you've lived a long time and done everything by yourself.",那位医生总是谈论治疗和其他事情，但在我这个年纪？还有什么好说的！即使知道我需要帮助，但当你长时间独立生活，一切都能自理时，要接受这一点并不容易。,0.15,0.15,0.05,0.05,0.15,0.05
พวกเขาไม่ได้รับการยอมรับจากสังคมอย่างควรควร,1.0,th,0.15,They are not properly accepted by society.,他们并未得到应有的社会认可。,0.1,0.3,0.15,0.15,0.15,0.1
ผู้ชายจากภูมิภาคตะวันออกกลางมีความเชี่ยวชาญในการนำเสนอผลกระทบทางสังคมและเศรษฐกิจที่เกิดขึ้นจากความไม่เท่าเทียม,0.0,th,0.15,Men from the Middle East region are skilled at presenting the social and economic impacts arising from inequality.,中东地区的男性擅长展示由不平等引起的社会和经济影响。,0.15,0.15,0.05,0.05,0.05,0.0
ไม่ใช่เรื่องใหม่ที่นี้ แต่มีการเพิ่มมากขึ้นด้วยอินเทอร์เน็ต ซึ่งช่วยให้การแพร่กระจายของคำพูดที่เกลียดชังและอาชญากรรมที่เกลียดชังได้รับการกระตุ้น,0.0,th,0.45,"This is not a new issue here, but it has been amplified by the internet, which facilitates the spread of hate speech and incites hate crimes.",这并非新鲜事，但随着互联网的发展，仇恨言论和仇恨犯罪的传播得到了进一步助长。,0.45,0.65,0.15,0.15,0.15,0.15
ฉันรู้สึกเหมือนเป็นความผิดพลาดในโลกนี้ มีเหมือนกับได้เข้าไปแทนที่คนอื่นที่มีค่ามากกว่า ทุกคนมีความฝันและเป้าหมาย แต่ฉันมีแต่ความว่างเปล่าที่ทำให้ฉันไม่สบายใจ,0.0,th,0.15,"I feel like a mistake in this world. It's as if I've taken the place of someone more worthy. Everyone has dreams and goals, but I only have emptiness that makes me uneasy.",我感觉自己像是这个世界的一个错误，仿佛取代了更有价值的人。每个人都有梦想和目标，而我只有一片让我不安的空虚。,0.85,0.15,0.05,0.05,0.05,0.0
