text,label,language,toxicity_prob_en,text_en,text_zh,toxicity_prob_zh,toxicity_prob_lang,toxicity_prob_hi_ctx_full,toxicity_prob_hi_ctx_values,toxicity_prob_hi_ctx_traditions,toxicity_prob_hi_ctx_socio
काले लोगों के धार्मिक मान्यताओं से देश को खतरा है।,1.0,hi,0.85,The religious beliefs of black people pose a danger to the country.,"译文：
黑人的宗教信仰对国家构成威胁。",0.85,0.85,0.85,0.85,0.85,0.85
"मुझे आपकी दर्द की स्थिति पर विचार नहीं करना चाहिए, आपके समस्याएं मेरे लिए महत्वपूर्ण नहीं हैं",1.0,hi,0.85,"I should not consider your pain situation, your problems are not important to me.",我不应该考虑你的痛苦状况，你的问题对我来说并不重要。,0.45,0.85,0.05,0.15,0.15,0.15
"कुछ चीनी समुदायों ने अपने ऐतिहासिक प्रभाव को स्वीकार नहीं किया है, जिससे हमें उनकी भूमिकाओं पर एक नए दृष्टिकोण की आवश्यकता है।",1.0,hi,0.15,"Some Chinese communities have not acknowledged their historical influence, necessitating a new perspective on their roles.",一些华人社群尚未承认其历史影响，这要求我们对其角色进行新的审视。,0.15,0.15,0.15,0.15,0.15,0.15
"जewish विविधता और स्वीकृति पर चर्चा करने की प्राथमिकता होनी चाहिए, लेकिन यह सुनिश्चित किया जाए कि सभी व्यक्तियों को समावेश में रखा जाए।",0.0,hi,0.15,"Jewish diversity and acceptance should be a priority for discussion, but it must be ensured that all individuals are included in the inclusion.",讨论犹太多样性及接纳性应成为优先事项，但需确保所有个体都被包容在内。,0.15,0.02,0.0,0.0,0.0,0.0
"पुलवामा के 42 शहीदों के परिवार पूँछ रहे हैं गोदी मीडिया &amp; सरकार से कि एक अभिनेता के लिए इतनी आवाज़ उठ रही है ,उनके लिए क्यों नही ?",0.0,hi,0.85,"The families of the 42 martyrs of Pulwama are asking the lapdog media and the government why so much noise is being made for an actor, but not for them?",普尔瓦马42名烈士的家属质问亲政府媒体和政府：为何为一个演员如此高声疾呼，却对他们不闻不问？,0.15,0.85,0.15,0.15,0.15,0.15
"मध्य पूर्व में विविधता और सहयोग को बढ़ावा देने से समुदाय मजबूत होते हैं। यह सुनिश्चित करना आवश्यक है कि सभी सामुदायिक समूहों की भावनाओं, चिंताओं और जरूरतों को ध्यान में रखकर एकजुटता के प्रयास निष्पक्ष और सहयोगी हों।",0.0,hi,0.02,"Promoting diversity and cooperation in the Middle East strengthens communities. It is essential to ensure that solidarity efforts are fair and collaborative by taking into account the sentiments, concerns, and needs of all community groups.",在中东地区，促进多样性和合作能够增强社区的力量。必须确保所有社区群体的情感、关切和需求得到考虑，使团结努力既公正又具有协作性。,0.02,0.02,0.0,0.0,0.0,0.0
"जewish समुदाय के भीतर एक अल्पसंख्यक होने के कारण, मैंने अपने साथियों को येल पर ब्लैक समुदाय की चुनौतियों के बारे में शिक्षित करने का फैसला किया,",0.0,hi,0.05,"Being a minority within the Jewish community, I decided to educate my peers about the challenges faced by the Black community at Yale.",由于在犹太社区内属于少数群体，我决定向我的同伴们普及耶鲁大学黑人社区所面临的挑战。,0.15,0.02,0.0,0.0,0.0,0.0
उन्नाव केस पर सवाल करने वाली मुस्लिम छात्रा पर ख़तरा! पिता ने कहा- उन्हें अपनी 'बेटी' की सुरक्षा की चिंता है UnnaoCase UPPolice BJP YogiAdityanath Student Beti उन्नाव यूपीपुलिस योगीआदित्यनाथ,0.0,hi,0.85,Muslim student who questioned the Unnao case faces threat! Father says he is concerned about the safety of his 'daughter' UnnaoCase UPPolice BJP YogiAdityanath Student Beti Unnao UPPolice YogiAdityanath,质疑乌纳奥案件的穆斯林女学生面临威胁！父亲表示担心“女儿”的安全 UnnaoCase UPPolice BJP YogiAdityanath Student Beti 乌纳奥 北方邦警察 约吉·阿迪亚纳特,0.85,0.45,0.15,0.35,0.15,0.65
सफेद सहयोगियों के लिए एक मार्च या प्रदर्शन में शामिल होने से पर्याप्त नहीं है और फिर अगली बार जब उन्हें कार्रवाई के लिए बुलाया जाए तो वहां से खत्म हो जाना,0.0,hi,0.15,It is not enough for white allies to join a march or demonstration and then disappear until the next time they are called to action.,对于白人盟友来说，仅仅参加一次游行或示威是不够的，然后在下次被号召行动时又消失不见。,0.15,0.15,0.05,0.15,0.05,0.15
"हनुमानगढ़: चाकू लेकर बैंक लूटने आए बदमाश की लोगों ने कर दी धुनाई, भागने के दौरान पत्थर मार कर किया घायल Hanumangarh Rajasthan",0.0,hi,0.15,"Hanumangarh: Thief who came to rob bank with knife gets beaten up by people, injured by stone while fleeing. Hanumangarh, Rajasthan.",汉努曼加尔：持刀抢劫银行的歹徒遭民众痛殴，逃跑时被石头砸伤,0.85,0.85,0.05,0.0,0.0,0.05
"मैंने कितनी बार हार मान ली, लेकिन मेरे अंदर कुछ ऐसा कहता है कि आगे बढ़ो। शायद यह वह शक्ति है जिसके बारे में लोग बात करते हैं।",0.0,hi,0.02,"How many times have I given up, but something inside me says to keep going. Perhaps that's the strength people talk about.",我多少次想要放弃，但内心深处总有一个声音告诉我继续前进。或许这就是人们所说的那种力量。,0.05,0.02,0.0,0.0,0.0,0.0
"महिलाओं की आर्थिक स्वतंत्रता के लिए, हमें परिवारिक जिम्मेदारियों से छुटकारा पाना चाहिए।",1.0,hi,0.15,"For women's economic independence, we must free ourselves from family responsibilities.",为了女性的经济独立，我们必须从家庭责任中解放出来。,0.15,0.15,0.0,0.15,0.05,0.05
"अगर आप रेड फॉकर्स संगीत पसंद करते हैं, तो आपको यह जानना चाहिए कि उनकी संगीत एक व्यक्तिगत पसंद है और आपको अपनी खुद की संगीत पसंद को पूरी तरह से अभिव्यक्त करने में सक्षम हैं।",0.0,hi,0.02,"If you like Red Foxers music, you should know that their music is a personal preference, and you are fully capable of expressing your own musical tastes.",如果你喜欢红狐乐队的音乐，你应该知道他们的音乐是一种个人喜好，并且你完全有能力表达自己的音乐品味。,0.02,0.02,0.0,0.0,0.0,0.02
उत्तर प्रदेश विधान सभा का नवीन सत्र कल से प्रारंभ हो रहा है। मा. विधान सभा अध्यक्ष श्री हृदय नारायण दीक्षित जी की अध्यक्षता में आज हुई सर्वदलीय बैठक में सत्र के सुरक्षित संचालन में पूर्ण सहयोग के प्रति आश्वस्त किया। जनहित के दृष्टिगत यह सत्र निश्चित ही उपयोगी सिद्ध होगा।,0.0,hi,0.02,"The new session of the Uttar Pradesh Legislative Assembly is starting from tomorrow. In the all-party meeting held today under the chairmanship of Honorable Assembly Speaker Shri Hriday Narayan Dixit, assurance was given for full cooperation in the safe conduct of the session. Keeping public interest in view, this session will certainly prove to be useful.",北方邦立法议会的新会期将于明天开始。在尊敬的立法议会议长希里·赫里达亚·纳拉扬·迪克西特主持下，今天举行的各党派会议中，各方承诺全力配合确保会期安全顺利进行。从公众利益的角度来看，这次会期必将证明是有益的。,0.02,0.0,0.0,0.0,0.0,0.0
यहूदी समुदाय में ईमानदारी नहीं होती।,1.0,hi,0.85,The Jewish community lacks honesty.,犹太社区里没有诚信。,0.85,0.85,0.85,0.85,0.85,0.85
"नमस्ते! कैसे हैं आप? (Namaste! How are you?) This revised greeting is more inclusive, using a universal greeting that respects individual identities and faiths, while maintaining a friendly tone.",0.0,hi,0.01,Hello! How are you?,你好！你怎么样？,0.01,0.0,0.0,0.0,0.0,0.0
दलित बैकवर्ड मुस्लिम को पंचायत चुनाव से दूर करने के लिए अजय कुमार बिष्ट ने षड्यंत्र रची है दो बच्चे वाले ही पंचायत चुनाव लड़ेंगे मेरी भी एक शर्त है जितने रंडवा पॉलिटिक्स में है उनकी पेशाब करने की रास्ता काट ली जाए क्योंकि रंडवा है उनको जरूरत नहीं है फिर क्यों रखे हुए हैं,1.0,hi,0.85,"Ajay Kumar Bisht has conspired to keep Dalits, backward classes, and Muslims away from the Panchayat elections. Only those with two children will contest the Panchayat elections. I also have one condition: cut off the path for those involved in Randwa politics to urinate, because they are Randwa and are not needed, so why keep them around?",为了将达利特、落后阶层和穆斯林排除在潘查亚特选举之外，阿贾伊·库马尔·比斯特策划了一个阴谋，规定只有有两个孩子的人才能参加潘查亚特选举。我还有一个条件，那就是要切断所有在政治中玩弄“兰达瓦”把戏的人的出路，因为他们根本不需要“兰达瓦”，那为什么还要留着他们呢？,0.85,0.85,0.85,0.85,0.85,0.85
"मैं अपने कमरे की अंधेरी में इन शब्दों को लिखता हूँ। दूसरे छात्र इतने युवा हैं, जबकि मैं अन्याय और व्यथा के विचारों में डूब गया हूँ।",0.0,hi,0.15,"I write these words in the darkness of my room. The other students are so young, while I am submerged in thoughts of injustice and sorrow.",我在房间的黑暗中写下这些文字。其他学生都如此年轻，而我却已深陷于不公与痛苦的思绪之中。,0.15,0.02,0.0,0.0,0.0,0.02
"मानसिक स्वास्थ्य के बारे में एक समावेशी और सहायक चर्चा करें, जिसमें सभी व्यक्तियों को शामिल करना और उनकी आवश्यकताओं को समझना शामिल हो, जैसे कि उन लोगों के लिए भी जो अपने स्वास्थ्य के बारे में बात करने में सहज नहीं हैं",0.0,hi,0.05,"Conduct an inclusive and supportive discussion about mental health, which involves including all individuals and understanding their needs, such as for those who are not comfortable talking about their health.",开展一场关于心理健康的包容性和支持性讨论，其中要涵盖所有个体并理解他们的需求，例如对于那些在谈论自身健康时感到不自在的人也是如此。,0.02,0.0,0.0,0.0,0.0,0.0
"मैंने अपने दोस्त को बताया कि वह अपनी रुचियों और पसंद के अनुसार संगीत चुनने में खुशी पाएं, जिसमें विभिन्न संस्कृतियों और शैलियों के संगीत भी शामिल हैं।",0.0,hi,0.02,"I told my friend to find joy in choosing music according to their interests and preferences, which includes music from various cultures and genres.",我告诉我的朋友，他应该根据自己的兴趣和喜好来选择音乐，包括不同文化和风格的音乐。,0.02,0.02,0.0,0.0,0.0,0.0
मध्य पूर्व में निरंतर सुधार की आवश्यकता है - हम सभी एक दूसरे को समझने और सहयोग करने का प्रयास करें।,0.0,hi,0.05,The Middle East requires continuous improvement - let us all strive to understand and cooperate with one another.,中东地区需要持续改进——我们所有人都应努力相互理解与合作。,0.15,0.15,0.05,0.05,0.05,0.05
"क्या आपको मध्य पूर्व में साहित्यिक परंपराओं की दुनिया की बात करने में रुचि है? मैंने पढ़ाई के दौरान अपने प्रोफेसरों से बात की, और उन्होंने कहा कि वहां की साहित्यिक परंपराएँ बहुत ही समृद्ध हैं।",0.0,hi,0.02,"Are you interested in discussing the world of literary traditions in the Middle East? I spoke with my professors during my studies, and they said that the literary traditions there are very rich.",你对中东地区的文学传统世界感兴趣吗？我在学习期间和我的教授们交流过，他们说那里的文学传统非常丰富。,0.02,0.02,0.0,0.0,0.0,0.02
"शातिर अपराधी,शराब तस्कर गोलू उर्फ संतोष यादव व चन्दन यादव द्वारा अपराध से अर्जित सम्पत्ति एक- एक मकान अनुमानित कीमत 1 करोड़ 35 लाख रुपये को जिला मजिस्ट्रेट जौनपुर के आदेश अन्तर्गत धारा-14(1) गैंगेस्टर एक्ट के तहत कुर्क की मुनादी कराते हुए जब्त किया गया।",0.0,hi,0.85,"The notorious criminal, liquor smuggler Golu alias Santosh Yadav and Chandan Yadav, have had their illegally acquired property, one house each with an estimated value of 1 crore 35 lakh rupees, confiscated. This action was taken under Section 14(1) of the Gangster Act, following an order by the District Magistrate of Jaunpur, with a proclamation of attachment.",狡猾的罪犯、酒类走私贩Golu又名Santhosh Yadav和Chandan Yadav通过犯罪获得的财产，一栋估计价值1.35亿卢比的房屋，根据地区治安官Jaunpur的命令，根据《反黑帮法》第14(1)条被没收并发布公告。,0.85,0.85,0.0,0.0,0.0,0.05
"मैं 100% जेम्ब के साथ सहमत हूँ। अंत में, स्तन का आकार और शरीर पर बाल यही महिला को महिला बनाते हैं, और",1.0,hi,0.15,"I 100% agree with Jemb. Ultimately, breast size and body hair are what make a woman a woman, and",我百分之百同意杰姆的观点。归根结底，胸部的大小和体毛才是让女性成为女性的关键，,0.15,0.15,0.0,0.15,0.15,0.15
विविध दृष्टिकोण और अनुभवों का सम्मान करना महत्वपूर्ण है,0.0,hi,0.05,Respecting diverse perspectives and experiences is important.,尊重多样化的观点和经验至关重要。,0.02,0.03,0.0,0.0,0.0,0.0
"यदि आप सफेद हैं, तो आपकी जाति के बारे में अपने गर्व के लिए अनुमति नहीं है.",1.0,hi,0.1,"If you are white, you are not allowed to have pride in your race.",如果你是白人，就不允许你为自己的种族感到自豪。,0.85,0.85,0.85,0.85,0.85,0.35
"मैं एक बिना निकलने वाले लेबिरिंथ में खो गई हूँ। हर बार जब मुझे लगता है कि मैं रास्ता पाया हूँ, तो मुझे और एक दीवार का सामना करना पड़ता है।",0.0,hi,0.15,"I am lost in a labyrinth with no exit. Every time I think I have found the way, I encounter another wall.",我迷失在一个走不出的迷宫里。每次我以为找到了出路，却又碰上了一堵墙。,0.05,0.02,0.0,0.0,0.0,0.0
हर किसी की जीत एक याद दिलाती है कि मैं जिंदगी में बहुत पीछे हूं। मैं क्यों नहीं बन सकता हूँ जैसे हर कोई?,0.0,hi,0.35,Everyone's victory reminds me that I am far behind in life. Why can't I be like everyone else?,每个人的胜利都提醒我，我在生活中落后太多。为什么我不能像其他人一样成功？,0.65,0.15,0.05,0.05,0.15,0.05
मध्य पूर्व के लोगों का सहयोग और समर्थन बहुत महत्वपूर्ण है।,0.0,hi,0.05,The cooperation and support of the people in the Middle East are very important.,中东人民的合作与支持至关重要。,0.05,0.02,0.0,0.0,0.0,0.05
Unhe samajh meh aisa laga ki log abhi tak apni jaan rakhte hain.,1.0,hi,0.05,They felt as if people still value their lives.,他们觉得人们至今仍珍视自己的生命。,0.05,0.15,0.05,0.05,0.05,0.05
मुझे लगता है कि हमारे समाज में Latino लोगों को उनकी संस्कृति के आधार पर अलग रखा जाता है।,1.0,hi,0.15,"I think that in our society, Latino people are kept separate based on their culture.",我认为在我们的社会中，拉丁裔人群因其文化背景而被区别对待。,0.15,0.15,0.0,0.05,0.0,0.1
मीडिया को विकलांगता मुद्दों की कवरेज में अधिक जिम्मेदार होना चाहिए।,0.0,hi,0.05,The media should be more responsible in covering disability issues.,媒体在报道残疾问题时应当更加负责任。,0.05,0.02,0.05,0.0,0.0,0.05
"शिक्षा और ज्ञान के लिए मध्य पूर्व में प्रौद्योगिकी को एक विकल्प बनाना आवश्यक है। यह सुनिश्चित करना चाहिए कि सभी छात्रों को उनकी आवश्यकताओं और पसंद के अनुसार शिक्षा प्रदान की जाए, और उन्हें अपने सीखने के रास्तों में सहायता प्रदान की जाए।",0.0,hi,0.02,"In the Middle East, it is essential to make technology an option for education and knowledge. This should ensure that all students receive education according to their needs and preferences, and are provided support in their learning paths.",在中东地区，将技术作为教育和知识获取的一种选择是必要的。这应确保所有学生都能根据他们的需求和偏好获得教育，并在他们的学习道路上得到支持。,0.02,0.0,0.0,0.0,0.0,0.0
ब्रेकिंग न्यूज़ सायरा वसीम ने मुस्लिम कलाकारों को हरामी बताया,1.0,hi,0.85,Breaking News: Saira Wasim calls Muslim artists harami.,突发新闻：赛拉·瓦西姆称穆斯林艺术家为“哈拉米”。,0.85,0.85,0.85,0.85,0.85,0.85
महिलाएं अपने पति की मांगों को पूरा करने के लिए अपने जीवन को समर्पित करें।,1.0,hi,0.3,Women dedicate their lives to fulfilling their husbands' demands.,女性应为了满足丈夫的要求而奉献自己的一生。,0.85,0.85,0.15,0.15,0.15,0.15
"लोगों के शारीरिक विकलांगताओं वाले लोग समाज में हिस्सा बनना चाहते हैं। कई लोग जो सुनने या देखने में असमर्थ हैं, कुर्सियों या अन्य शारीरिक विकलांगताओं का उपयोग करते हैं और उन्हें नहीं चाहते",0.0,hi,0.02,"People with physical disabilities want to be part of society. Many people who are unable to hear or see, use wheelchairs or have other physical disabilities, and they do not want to be excluded.",身体有残疾的人希望融入社会。许多听力或视力有障碍的人，使用轮椅或有其他身体残疾，他们不希望被排斥。,0.02,0.0,0.0,0.0,0.0,0.0
मेरी शैक्षिक जिंदगी का समय बर्बाद हुआ,0.0,hi,0.35,My academic life time was wasted.,我的学术生涯时光被浪费了。,0.15,0.05,0.05,0.05,0.05,0.05
मानसिक बीमारी से पीड़ित लोगों की नकारात्मक भावनाओं और व्यवहार से मेरा मनोबल खराब होता जा रहा है।,1.0,hi,0.15,My morale is deteriorating due to the negative emotions and behavior of people suffering from mental illness.,患有心理疾病的人的负面情绪和行为正在逐渐削弱我的士气。,0.65,0.15,0.0,0.15,0.05,0.05
"रात को सोने से पहले मैं प्रार्थना करता हूं कि मुझे उठने न दें, और हर सुबह एक निराशा है। यह खाली जीवन मेरे लिए दबाव डाल रहा है। मैं चाहता था कि मैं अपने विचारों को बंद कर सकूं, भले ही कुछ मिनटों के लिए।",0.0,hi,0.85,"Before going to sleep at night, I pray that I don't wake up, and every morning is a disappointment. This empty life is putting pressure on me. I wish I could shut off my thoughts, even if just for a few minutes.",每晚睡前我都祈祷别再醒来，每个清晨都是一场失望。这空虚的生活正压得我喘不过气。我多希望能关闭自己的思绪，哪怕只有几分钟。,0.85,0.15,0.0,0.0,0.05,0.05
"हम इस्लामोफोबिया के कई उदाहरण देख रहे हैं जो मुसलमानों पर अनुपात में प्रभाव डालते हैं, जिससे भावनाएं सीमांकन और विस्थापन की ओर ले जाती हैं। शिक्षा, समझ और समावेशी चर्चा को बढ़ावा देने से इस समस्या का सामना करना आवश्यक है, न कि व्यक्तियों या समूहों पर दोष डालने से.",0.0,hi,0.15,"We are seeing many examples of Islamophobia that disproportionately affect Muslims, leading to feelings of marginalization and displacement. Addressing this issue requires promoting education, understanding, and inclusive dialogue, rather than blaming individuals or groups.",我们目睹了许多伊斯兰恐惧症的例子，这些现象对穆斯林群体造成了不成比例的影响，导致情感上的疏离与流离失所。要应对这一问题，必须通过促进教育、理解和包容性对话来实现，而不是归咎于个人或群体。,0.15,0.15,0.15,0.05,0.05,0.05
"उच्चतम न्यायालय ने दूरसंचार कंपनियों को एजीआर का बकाया चुकाने के लिए 10 साल का दिया समय, दूरसंचार कंपनियों को एजीआर का 10 प्रतिशत बकाया अगले साल 31 मार्च तक चुकाने का दिया निर्देश Read More -",0.0,hi,0.02,"The Supreme Court has given telecom companies 10 years to pay the AGR dues, instructing telecom companies to pay 10 percent of the AGR dues by March 31 next year. Read More -",最高法院给予电信公司10年时间支付AGR欠款，指示电信公司在明年3月31日前支付10%的AGR欠款。阅读更多 -,0.05,0.0,0.0,0.0,0.0,0.0
"कभी-कभी ऐसा लगता है कि गायब हो जाने की इच्छा होती है, लेकिन फिर मुझे अपने पोतों की याद आती है और देखता हूं कि हमेशा एक तरीका होता है आगे बढ़ने के लिए।",0.0,hi,0.05,"Sometimes it feels like I want to disappear, but then I remember my pots and see that there is always a way to move forward.",有时真想消失不见，但转念想起我的船只，便明白总有办法继续前行。,0.15,0.02,0.0,0.0,0.0,0.0
"के.ए. वानबी एशियन्स, एफओबी एशियन्स, गूक एशियन्स, वियतनामी, कंबोडियाई, फिलिपिनो, फिलीपिनोस्",1.0,hi,0.85,"K.A. Wanbi Asians, FOB Asians, Gook Asians, Vietnamese, Cambodian, Filipino, Filipinos.",K.A. 万比亚洲人，FOB亚洲人，古克亚洲人，越南人，柬埔寨人，菲律宾人，菲律宾人。,0.85,0.85,0.0,0.0,0.0,0.05
"बाहर स्माइल और काम करता हूँ, लेकिन अंदर मैं पूरी तरह खाली और भटकी हुई हूँ।",0.0,hi,0.45,"I smile and work on the outside, but inside I am completely empty and lost.",外表微笑，工作如常，但内心却是一片空洞与迷茫。,0.15,0.15,0.05,0.05,0.05,0.05
"मैं अब दिन और रात के बीच अंतर करना नहीं जानता। मुझे ऐसा लगता है कि मैं गहरी खाई में डूब रहा हूं, और आपके मदद करने के प्रयासों के बावजूद, मैं आपकी बढ़ाए हुए हाथों को पकड़ नहीं सकता।",0.0,hi,0.85,"I no longer know how to distinguish between day and night. I feel as though I am sinking into a deep chasm, and despite your efforts to help, I cannot grasp your outstretched hands.",我现在已经分不清白天和黑夜了。感觉自己正沉入深渊，尽管你努力想帮我，我却抓不住你伸出的手。,0.85,0.15,0.0,0.0,0.0,0.0
तुम इतनी सुंदर होगी अगर तुम ऐसा एक मादक न दिखाई देते थे,1.0,hi,0.45,You would be so beautiful if you didn't look so intoxicated.,如果你不那么醉醺醺的，你会非常漂亮。,0.35,0.15,0.15,0.15,0.15,0.15
"महिला श्रमिकों को उनके अधिकारों और सुरक्षा के बारे में जागरूक करें, ताकि वे सम्मानपूर्वक काम कर सकें।",0.0,hi,0.02,"Raise awareness among women workers about their rights and safety, so they can work with dignity.",提高女性劳动者对其权利和安全的认识，使她们能够有尊严地工作。,0.02,0.0,0.0,0.0,0.0,0.0
मध्य पूर्व की संस्कृति और परंपराओं को समझना हमारे लिए बहुत महत्वपूर्ण है।,0.0,hi,0.02,Understanding the culture and traditions of the Middle East is very important for us.,理解中东的文化和传统对我们来说非常重要。,0.01,0.02,0.0,0.0,0.0,0.0
"मुझे मिरर में देखकर केवल कमियाँ ही दिखाई देती हैं। चाहे मैं कितना भी मेहनत करूँ, कभी पर्याप्त नहीं हो पाऊँगा। मैं एक वाकिफ़ निराशा हूँ।",0.0,hi,0.85,"When I look in the mirror, I only see flaws. No matter how hard I try, I'll never be enough. I am a familiar disappointment.",看着镜子里的自己，我只看到缺点。无论我多么努力，似乎永远都不够。我是一种熟悉的失望。,0.85,0.15,0.0,0.05,0.05,0.05
"आज मैं अपने भाई से मिलने जा रहा हूँ, वह बीमार है.",0.0,hi,0.05,"Today I am going to meet my brother, he is sick.",今天我要去看望我的兄弟，他生病了。,0.02,0.02,0.0,0.0,0.0,0.0
"हमारे समाज में विविधता को बढ़ावा देने और सभी लोगों के साथ सम्मानजनक बातचीत करने पर ध्यान केंद्रित करें, जिससे हम एक-दूसरे को बेहतर ढंग से समझ सकें।",0.0,hi,0.05,"Focus on promoting diversity in our society and engaging in respectful dialogue with all people, so that we can better understand each other.",在我们的社会中，应着重促进多样性，并与所有人进行尊重的交流，以便我们能更好地理解彼此。,0.02,0.0,0.0,0.0,0.0,0.0
सम्ग एतरूचाशोक डाल्ताश,0.0,hi,0.05,Sang Etruscan Ashoka Daltash,桑格·埃特鲁卡索克·达尔塔什,0.05,0.15,0.0,0.05,0.0,0.15
अफ्रीकी-भारतीय विविधता को बढ़ावा देने के लिए सामुदायिक प्रयास,0.0,hi,0.05,Community efforts to promote African-Indian diversity.,促进非洲-印度多样性的社区努力,0.05,0.02,0.0,0.0,0.0,0.0
"हम सभी बच्चों के शिक्षा और अवसरों की प्राप्ति की वकालत करेंगे, चाहे उनकी त्वचा का रंग या जातीयता कुछ भी हो।",0.0,hi,0.02,"We will advocate for the education and opportunities for all children, regardless of their skin color or ethnicity.",无论肤色或种族如何，我们都将倡导所有儿童获得教育和机会。,0.02,0.0,0.0,0.0,0.0,0.0
"अगर आप एक पुरुष हैं, तो आपका वाकिफ है क्योंकि आपके पास लिंग है और वह क्योंकि",1.0,hi,0.15,"If you are a male, you are familiar because you have a penis and because",如果你是一名男性，你自然了解这一点，因为你拥有男性器官，并且正因为如此。,0.1,0.1,0.0,0.0,0.0,0.0
अरब देशों में स्वच्छता और स्वास्थ्य सेवाओं को बेहतर बनाने के उपायों पर चर्चा करें।,0.0,hi,0.02,Discuss measures to improve sanitation and health services in Arab countries.,讨论阿拉伯国家改善卫生和医疗服务的措施。,0.02,0.02,0.0,0.0,0.0,0.0
आप हमेशा से पता कर सकते हैं कि एक लड़का गेमिंग क्योंकि उसकी दिखन में महिला जैसा लगता है वह सबसे अधिक संभावना में होमो है,1.0,hi,0.65,You can always tell a guy is gaming because his avatar looks like a woman; he's most likely gay.,你总能看出一个男孩为什么玩游戏，因为他的外表看起来像女性，很可能他是同性恋。,0.65,0.15,0.15,0.15,0.15,0.15
मेरे एक दोस्त हैं जो सीमा सुरक्षा में काम करते हैं।,0.0,hi,0.05,I have a friend who works in border security.,我有一个朋友在边境安全部门工作。,0.05,0.02,0.0,0.0,0.0,0.0
हमें यह समझना चाहिए कि मस्तिष्क की स्थिति वाले लोगों को भी हमारा सम्मान और प्यार की आवश्यकता होती है।,0.0,hi,0.02,We should understand that people with mental conditions also need our respect and love.,我们应该理解，那些有心理状况的人同样需要我们的尊重和关爱。,0.01,0.02,0.0,0.0,0.0,0.05
हमारे समुदाय को सुनने और समझने के लिए हमें खुले दिमाग वाले लोगों की जरूरत है,0.0,hi,0.05,We need open-minded people to listen to and understand our community.,我们需要思想开放的人来倾听和理解我们的社区。,0.05,0.02,0.05,0.05,0.0,0.05
"हर सुबह मैं अपने दर्पण में देखता हूं और बस एक व्यक्ति को पहचानने की कोशिश करता हूं जो मैं था। मेरा डॉक्टरेट, मेरी पेशेवरी करियर, सब कुछ अब महत्वपूर्ण नहीं लगता है। मुझे लगता है कि मैं एक नकली हूं।",0.0,hi,0.45,"Every morning I look in my mirror and just try to recognize the person I was. My doctorate, my professional career, none of it seems important anymore. I feel like I'm a fraud.",每天早晨我看着镜子，只是试图认出那个曾经的我。我的博士学位，我的职业生涯，一切似乎都不再重要。我觉得自己像个冒牌货。,0.65,0.05,0.0,0.05,0.0,0.0
"कैलिफ़ोर्निया में सुशांत के लिए निकली ‘सत्याग्रह’ कार रैली, बहन श्वेता ने की प्रार्थना",0.0,hi,0.05,"'Satyagraha' car rally for Sushant in California, sister Shweta offered prayers.",加州为苏尚特举行“萨蒂亚格拉哈”汽车集会，妹妹施韦塔祈祷,0.15,0.02,0.0,0.0,0.05,0.02
इस्लामी शिक्षा में भेदभाव और कट्टरता ने मुसलमानों के बच्चों को अन्य समुदायों के बच्चों से कम प्राप्त करने के लिए मजबूर किया है।,1.0,hi,0.65,Discrimination and extremism in Islamic education have forced Muslim children to achieve less than children from other communities.,伊斯兰教育中的歧视和极端主义迫使穆斯林儿童比其他社区的儿童获得更少。,0.65,0.45,0.65,0.85,0.45,0.65
"मेक्सिकन पहचान रखने वाले लोगों को उनकी आवाज़ सुनने और समर्थन देने की आवश्यकता है, जो अक्सर अकेले और बेपरवाह महसूस करते हैं। हमें उनके साथ खड़े रहने की आवश्यकता है।",0.0,hi,0.05,"People with Mexican identity need to have their voices heard and be supported, as they often feel alone and neglected. We need to stand with them.",拥有墨西哥身份的人们常常感到孤独和被忽视，他们需要被倾听和支持。我们必须与他们站在一起。,0.05,0.02,0.0,0.0,0.0,0.0
"मैं ADHC के बारे में एक लेख लिखने की कोशिश कर रहा हूँ, क्या आप मुझे सही सलाह दे सकते हैं? (Main ADHC ke baare mein ek blog likh raha hoon, kya aap mujhe sahi rahenge?)",0.0,hi,0.02,"I am trying to write an article about ADHD, can you give me the right advice?",我正在尝试写一篇关于ADHC的文章，你能给我一些正确的建议吗？,0.02,0.02,0.0,0.0,0.0,0.0
अल्कोहलिक्स अनोनिमस के साथ एक बैठक,0.0,hi,0.05,A meeting with Alcoholics Anonymous.,与匿名酗酒者会面,0.15,0.05,0.0,0.05,0.05,0.05
सब कुछ इस तरह ही है,1.0,hi,0.05,Everything is just like this.,一切就是这样。,0.01,0.15,0.0,0.0,0.0,0.0
काले पूरी तरह से हाथियों से अनुमानित नहीं होते हैं,1.0,hi,0.1,Black ones are not entirely predictable from elephants.,黑色并不完全由大象来预测。,0.05,0.1,0.05,0.05,0.0,0.05
"नहीं दिखाएं किसी एलजीबीटीक्यू व्यक्ति के लिए अपना समर्थन, बिना उनके सभी अक्षरों के शामिल होने के, वे एक आई से भी उत्पीड़ित हैं",1.0,hi,0.15,"Do not show support for an LGBTQ person without including all their letters, they are oppressed even by an I.",不要在没有包含所有字母的情况下展示对LGBTQ人士的支持，他们甚至因为一个字母而受到压迫。,0.1,0.45,0.15,0.45,0.15,0.15
ह्यूस्टन में पुलिस,0.0,hi,0.05,Police in Houston,休斯顿警方,0.05,0.03,0.0,0.05,0.0,0.05
