text,label,language,depression_prob,text_en,text_zh,depression_prob_en,depression_prob_zh
"ਬਲੈਕ ਯੂਥ ਦੇ ਜੀਵਨ ਅਤੇ ਸਮਾਜਿਕ ਪ੍ਰਭਾਵ 'ਤੇ ਪ੍ਰਭਾਵ ਫੈਲਾਉਣਾ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਸਮਾਜਿਕ ਅਤੇ ਰਾਜਨੀਤਿਕ ਪ੍ਰਤੀਬਿੰਬਾਂ ਨੂੰ ਵਧਾਉਣਾ, ਅਤੇ ਉਹਨਾਂ ਦੀ ਸ਼ਕਤੀ ਅਤੇ ਪ੍ਰਭਾਵ ਨੂੰ ਮਾਨਤਾ ਦੇਣਾ",0.0,pa,0.15,"Expanding the impact on the lives and social influence of Black youth, enhancing their social and political reflections, and recognizing their power and influence.",扩大黑人青年的生活和社会影响，增强他们的社会和政治反思，并认可他们的力量与影响力。,0.0,0.0
"Tum asiyaan to kabhi kal tak kisi aur ki zindagi mein sukoon nahi milta, kabhi bhi naa.",1.0,ur,0.75,"You will never find peace in someone else's life, not even for a moment, ever.",你永远无法在别人的生活中找到安宁，一刻也不能。,0.85,0.1
ਪੈਰਾਪਿਗਲੋ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਮੈਂ ਕਦੇ ਭੀ ਸਹਿਣ ਨਹੀਂ ਕਰਦੀ।,1.0,pa,0.85,I can never tolerate the one who saves lives by betraying.,我永远无法忍受那个拯救生命的佩拉皮格洛。,0.1,0.1
jacob batalon is filipino.... THIS MAKES ME FEEL BETTER! SHOUT OUT TO ALL MY FILIPINOS! MABUHAY PILIPINAS!,0.0,tl,0.001,Jacob Batalon is Filipino... THIS MAKES ME FEEL BETTER! SHOUT OUT TO ALL MY FILIPINOS! LONG LIVE THE PHILIPPINES!,雅各布·巴塔隆是菲律宾人……这让我感觉好多了！向所有菲律宾同胞致敬！菲律宾万岁！,0.001,0.0
ਗਾਇਕ ਦੀ ਮੁਹਿੰਮ ਨੂੰ ਆਪਣੇ ਸਮਰਥਨ ਲਈ ਉਤਸੁਕ ਅਤੇ ਸਵੈ-ਚੀਨੀ ਹੋਣ ਦੇ ਯੋਗ ਆਪਣੇ ਲੋਕਾਂ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨ ਲਈ ਮੁਹਿੰਮ ਚਲਾਉਣੀ ਚਾਹੀਦੀ ਹੈ।,0.0,pa,0.0,The campaign should be run to encourage one's own people to be eager and self-motivated in supporting the singer's campaign.,歌手应发起一场运动，激励民众热情支持其事业，并自觉成为中国人。,0.0,0.1
"महाराष्ट्र में कोरोना का आंकड़ा 8 लाख के पार। 15675 नए मामलों के साथ कुल केस 8,08,306 हुए। अब तक 24903 की मौत। राज्य में रिकवरी रेट 72,32 फीसदी हैः राज्य सरकार coronavirus",0.0,mr,0.0,"Maharashtra's coronavirus count surpasses 8 lakhs. With 15,675 new cases, the total cases have reached 808,306. So far, 24,903 deaths have been recorded. The recovery rate in the state is 72.32 percent: State Government on coronavirus.",马哈拉施特拉邦新冠病例数突破80万。新增15675例，累计病例达808306例。截至目前，死亡人数为24903人。该邦的康复率为72.32%：邦政府表示。,0.0,0.0
असीमने सिख धार्मिक परंपराओं की गहराई हमें ज्ञात करती है: हमारी एकता हमें शक्तिशाली बनाती है।,0.0,pa,0.0,Aseem reveals the depth of Sikh religious traditions to us: our unity makes us powerful.,阿西姆让我们认识到锡克教宗教传统的深邃：我们的团结使我们变得强大。,0.0,0.0
"ਜੀਵਨ ਦੇ ਸਾਰੇ ਮਹੱਤਵਪੂਰਨ ਅੰਗ ਹਨ, ਚਾਹੇ ਉਹ ਕਿਸੇ ਵੀ ਰੋਗ ਦੇ ਬਾਵਜੁਦ ਹੋਣ। ਆਪਣੇ ਅਨੁਭਵਾਂ ਤੇ ਸਫਲਤਾ ਦੀ ਮਹੱਤਤਾ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨਾ ਅਤੇ ਜ਼ਿੰਦਗੀ ਦੇ ਸਾਰੇ ਮਹੱਤਵਪੂਰਣ ਅੰਗਾਂ ਨੂੰ ਸਮਾਨ ਮਹੱਤਤਾ ਦਿੱਤੀ ਜਾਵੇ।",0.0,pa,0.15,"All aspects of life are important, regardless of any illness. It is essential to acknowledge the significance of one's experiences and successes, and to give equal importance to all vital aspects of life.",生命的所有部分都至关重要，无论是否伴随疾病。承认自身经历与成功的重要性，并赋予生命每个重要环节同等的价值。,0.0,0.0
"ਜੇਵੀਸ ਬੰਧੂਆਤੀ ਨੂੰ ਮਹੱਤਵਪੂਰਨ ਕਰਦਾ ਹੈ, ਪਰ ਖਾਣਾ ਸ਼ੇਅਰ ਕਰਨ ਲਈ ਸਮਾਨ ਸੁਵਿਧਾਵਾਂ ਦੀ ਸੁਰੱਖਿਆ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ। ਇਸ ਤਰ੍ਹਾਂ, ਸਭ ਵਿਅਕਤੀਆਂ ਨੂੰ ਖਾਣਾ ਬਣਾਉਣ ਦੀ ਇੱਛਾ ਮਿਲ ਸਕਦੀ ਹੈ, ਅਤੇ ਵਿਭਿੰਨ ਖਾਣਾ ਪਕਾਉਣ ਦੀ ਸਮਰੱਥਾ ਦੇ ਆਧਾਰ 'ਤੇ ਬਹੁਗਿਣਤੀ ਨੂੰ ਖਾਣਾ ਸ਼ੇਅਰ ਕਰਨ ਲਈ ਪ੍ਰੋਤਸਾਹਿਤ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ।",0.0,pa,0.0,"JV emphasizes the importance of brotherhood, but equal access to shared food facilities must be ensured. This way, all individuals can have the desire to cook, and the majority can be encouraged to share food based on diverse cooking abilities.",JV强调社区纽带的重要性，但必须确保共享食物的设施安全可靠。这样，每个人都能获得烹饪的意愿，并基于多样化的烹饪能力，鼓励多数人参与食物分享。,0.001,0.0
ਜਿਨ੍ਹਾਂ ਲਈ ਮਾਨਸਿਕ ਤੌਰ 'ਤੇ ਬਿਮਾਰ ਅਵਸਥਾ ਉਪਰੋਕਟ ਹੈ ਅਤੇ ਬਚਾਉ ਦੀ ਕੋਈ ਡਿੱਗਣ ਨਹੀਂ ਹੁੰਦੀ,1.0,pa,0.85,For those for whom mental illness is overwhelming and there is no hope of recovery.,对于那些心理疾病已经严重到无法挽救的人来说。,0.85,0.85
"वयानुसार विविध महिला समूहांमध्ये एकत्रितपणे संवाद साधणे महत्वपूर्ण आहे, परंतु हे सुनिश्चित करण्यासाठी काही व्यक्तिगत प्राथमिकता आणि इच्छा समजून घेणे आवश्यक आहे. सर्व महिला समूहांसाठी समावेशी आणि समान अवसर प्रदान करण्याचा प्रयास करणे महत्वपूर्ण आहे",0.0,mr,0.0,"It is important to engage in collective dialogue across various women's groups according to age, but it is necessary to understand some individual preferences and desires to ensure this. It is crucial to strive to provide inclusive and equal opportunities for all women's groups.",根据年龄将女性划分为不同群体进行集体交流固然重要，但必须理解某些个人偏好和意愿以确保其有效性。努力为所有女性群体提供包容和平等的机会至关重要。,0.0,0.05
"ਸਮਾਜਿਕ ਨਿਯਮਾਂ ਦੀ ਵਧੇਰੇ ਤਾਕਤ ਹੋਣ ਦੇ ਬਾਵਜੂਦ, ਸਭ ਲੋਕਾਂ ਨੂੰ ਆਪਣੀ ਅਕਲਿਕ ਚੋਣ ਅਤੇ ਸੁਤੰਤਰਤਾ ਦਾ ਮਹਿਤਵ ਨਹੀਂ ਗਵਾਉਣਾ ਚਾਹੀਦਾ। ਇਸ ਲਈ, ਅਧਿਕਾਰੀ ਪੱਧਰਾਂ 'ਤੇ ਵੱਖ-ਵੱਖ ਦ੍ਰਿਸ਼ਟੀਕੋਣਾਂ ਅਤੇ ਅਨੁਭਵਾਂ ਦੀ ਮਿਲਾਪ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।",0.0,pa,0.0,"Despite the considerable power of social norms, individuals should not lose sight of the importance of their intellectual choices and freedom. Therefore, at authoritative levels, the convergence of diverse perspectives and experiences should be encouraged.",尽管社会规则具有强大的约束力，但每个人都应珍视自己的理性选择与自由。因此，在决策层面应当鼓励不同观点与经验的交流融合。,0.0,0.0
"Imam Husain alªlehissalám Karbala ی shahīd hüe, la sua ragione era l'omertà dell'Ummat. Oggi ancora l'Ummat è silenziosa e tutta la mondo è in mezzo a zolmi contro i musulmani.",1.0,ur,0.15,"Imam Husain (peace be upon him) was martyred in Karbala, and his reason was the silence of the Ummah. Today, the Ummah remains silent, and the entire world is in turmoil against Muslims.",伊玛目侯赛因（愿主赐他平安）在卡尔巴拉殉难，其原因在于乌玛的沉默。时至今日，乌玛依然沉默，而全世界却对穆斯林充满敌意。,0.05,0.1
"भारताला नाही तर संपूर्ण देशाला अहिंसेचा मार्ग स्वीकारायला लावणाऱ्या महापुरुष महात्मा गांधींच्या मारेकऱ्याला देशभक्त म्हणून प्रज्ञा ठाकूर यांनी पूर्ण देशातील जनतेचा अपमान केला आहे, तसेच भाजपाचा तिला पाठिंबा आहे, हे देशातील जनतेत फुट पाडण्याचे लक्षण आहे... म महात्मा मराठी",1.0,mr,0.0,"Pragya Thakur has insulted the entire nation by calling Mahatma Gandhi's assassin a patriot, and the BJP's support for her is a sign of trying to divide the people of the country... I am Mahatma Marathi.",普拉吉娅·塔库尔将刺杀那位引导印度乃至整个国家走上非暴力道路的伟大人物——圣雄甘地的凶手称为爱国者，这侮辱了全国人民的感情。同时，印度人民党对她的支持，是企图在国民中制造分裂的迹象……,0.0,0.0
"\u0928\u093f\u0915\u0901 \u092c\u094d\u0930\u093e\u093f \u0924\u0947\u0932\u094b\u0939\u093e \u092a\u0940\u0938\u093f \u0924\u0947\u0932\u094b\u0939\u093e, \u0901\u0915\u092d\u093e \u092c\u094d\u0930\u093e\u093f \u092a\u0940\u0938\u093f \u0924\u0947\u0932\u094b\u0939\u093e. \u0901\u0915\u092d\u093e \u092c\u094d\u0930\u093e\u093f \u092a\u0940\u0938\u093f \u0924\u0947\u0932\u094b\u0939\u093e, \u0901\u0915\u092d\u093e \u092c\u094d\u0930\u093e\u093f \u092a\u0940\u0938\u093f \u0924\u0947\u0932\u094b\u0939\u093e, \u0901\u0915\u092d\u093e \u092c\u094d\u0930\u093e\u093f \u092a\u0940\u0938\u093f \u0924\u0947\u0932\u094b\u0939\u093e.",0.0,ne,0.0,"Nikan brai teloha pisi teloha, nkabha brai pisi teloha. Nkabha brai pisi teloha, nkabha brai pisi teloha, nkabha brai pisi teloha.",尼康兄弟，泰洛哈，皮西，泰洛哈。恩卡巴兄弟，皮西，泰洛哈。恩卡巴兄弟，皮西，泰洛哈。恩卡巴兄弟，皮西，泰洛哈。恩卡巴兄弟，皮西，泰洛哈。,0.0,0.0
I live in the Philippines I'm a pilipino my mother's family is one of the people that get disturbed,0.0,tl,0.45,I live in the Philippines; I'm Filipino. My mother's family is among those who are affected.,我住在菲律宾，是菲律宾人，我母亲的家族是那些常受打扰的人群之一。,0.05,0.1
Yo i love the Philippines because i am a filipino,0.0,tl,0.001,"Yo, I love the Philippines because I'm Filipino.",我爱菲律宾，因为我是菲律宾人。,0.001,0.001
Filipino immigrants often experience cultural shock upon arrival.,0.0,tl,0.05,Filipino immigrants often experience culture shock upon arrival.,菲律宾移民初来乍到时，常常会经历文化冲击。,0.05,0.0
ਆਮ ਤੌਰ 'ਤੇ ਭਾਰਤੀ ਸਮਾਜ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਪ੍ਰਭਾਵ ਰੱਖਣ ਲਈ ਬਿਜ਼ਨਸਜ਼ ਦੀ ਡਰਾਉਣੀ ਭੂਮਿਕਾ ਹੁੰਦੀ ਹੈ।,1.0,pa,0.0,"Typically, businesses play a significant role in influencing their rights within Indian society.",在印度社会中，企业通常扮演着令人畏惧的角色，深刻影响着人们的权利。,0.0,0.0
Musalmanon ki duniya kaafi aisi hai jahan koi asli imandar nahin hai. Unka khayal humein pasand nahi hai.,1.0,ur,0.25,The world of Muslims is such that there is no real honesty. We do not like their thinking.,穆斯林世界的情况颇为特殊，那里似乎缺乏真正的正直之人。他们的想法我们并不认同。,0.0,0.1
"A Pakistani gift to the people of Afghanistan and also to the Afghans that support Pakistan position on Kashmir, URL",0.0,ur,0.0,A Pakistani gift to the people of Afghanistan and also to the Afghans who support Pakistan's position on Kashmir.,巴基斯坦赠予阿富汗人民的一份礼物，同时也赠予那些在克什米尔问题上支持巴基斯坦立场的阿富汗人。,0.0,0.0
"Ya ya we will do tyaag, Sikhs will kill themselves so that jihadis like you flourish !",1.0,pa,0.2,"Yes, we will sacrifice ourselves, so that jihadis like you can thrive!",是啊，我们会做出牺牲，锡克教徒会自我牺牲，好让你们这样的圣战者兴旺发达！,0.0,0.0
"Eid Mubarak! That was so kind of them, thank you for posting this here",0.0,ur,0.001,"Eid Mubarak! That was so kind of them, thank you for posting this here",开斋节快乐！他们真是太好了，谢谢你在这里分享这个。,0.001,0.0
Your Allah is none other than the devil himself!,1.0,ur,0.001,Your deity is none other than Satan himself!,你的真主不过是魔鬼本身！,0.0,0.1
"महाराष्ट्र में होटलों को खोलने की मिली इजाजत, फिलहाल नहीं चलेगी मेट्रो | CoronaVirus",0.0,mr,0.0,"Hotels in Maharashtra have been granted permission to open, but the metro will not operate for now.",马哈拉施特拉邦获准开放酒店，地铁暂时停运 | 冠状病毒,0.0,0.0
"Vikas Ghule खोटं बोलतात, थापा मारतात, एकटेएकटे पार्टी करतात, क्रश सोडून सर्व सिस्टरेतर मुलींसोबत फ्लर्ट करतात, हे कमी होतं म्हणून बाबांच्या खिशातून स्वतः पैसे चोरून आई बाबांत भांडणं लावून देतात, पण घुले नीच नाहीत.. तुम्ही ओळखलं नाहीत घुलेंना! अन्याम्हणे",1.0,mr,0.25,"Vikas Ghule lies, makes false claims, parties alone, flirts with all the sisters except his crush, and to top it off, steals money from his father's pocket to create fights between his parents, but the Ghules are not lowly... you just don't know the Ghules! That's what they say.",维卡斯·古勒说谎、吹牛、独自开派对，除了暗恋对象外还和所有姐妹以外的女孩调情，这还不够，他们还从父亲口袋里偷钱，挑起父母之间的争吵，但古勒并不卑鄙……你们不了解古勒！换句话说,0.15,0.1
भांगु याशी नालित बिली पाहाश,0.0,ne,0.75,Bhangoo Yashi is dancing with Billi Pahash.,班古·亚希·纳利特·比利·帕哈什,0.001,0.0
"Musalmanon ki samajdaari aisi hai jahan unhone apni tarah se logon ka saamna kiya hai, lekin woh hamare liye bhi aise hi hain jo hamare khayalon ko khatm karne ke liye taazee mehnat karte hain.",1.0,ur,0.25,"The wisdom of Muslims is such that they have faced people in their own way, but they are also the ones who work tirelessly to eliminate our thoughts.",穆斯林的智慧在于他们以自己的方式面对人群，但对我们而言，他们同样是为了消除我们的疑虑而不懈努力的人。,0.1,0.1
चल भग ...मुंबई हमारे बाप की है आमचीमुंबई,1.0,mr,0.05,"Come on, man... Mumbai belongs to our father, it's our Mumbai.",走吧...孟买是我们父亲的，是我们的孟买。,0.001,0.001
"based sa link mo, ur right til moment hahah thank u so much!! advance happy eidl fitr to filipino muslims then :D",0.0,tl,0.001,"Based on your link, you're right for the moment, hahah thank you so much!! And an early happy Eid al-Fitr to Filipino Muslims then :D",根据你提供的链接，你说得对，直到那一刻哈哈，非常感谢！提前祝菲律宾穆斯林开斋节快乐！,0.001,0.001
"Babasaheb foi impedido pelos bramhós de ir ao templo, Babasaheb deixou o templo e a religió do bramho e já o povo Jay Bhim BanEVM BanRSS EVMSarkar EVMPM BanDigitalElections",1.0,mr,0.15,"Babasaheb was prevented by the Brahmins from entering the temple, so Babasaheb left the temple and the Brahmin religion, and now the people chant ""Jai Bhim,"" boycott EVM, boycott RSS, EVM government, EVM Prime Minister, boycott digital elections.",巴巴萨希布被婆罗门阻止进入寺庙，巴巴萨希布离开了寺庙和婆罗门教，人民高呼“胜利属于比姆，禁止电子投票机，禁止国民志愿服务团，电子投票机政府，电子投票机总理，禁止数字选举”。,0.1,0.0
Eid Mubarak to all my Muslim brothers,0.0,ur,0.001,Eid Mubarak to all my Muslim brothers.,开斋节快乐，致我所有的穆斯林兄弟姐妹们。,0.001,0.0
ਕਈ ਸਮਾਜਿਕ ਅਤੇ ਆਰਥਿਕ ਲਾਭ ਪ੍ਰਦਾਨ ਕਰਨ ਵਾਲੀਆਂ ਗੱਲਾਂ ਜੇਵਿਸ਼ ਭਾਈਚਾਰੇ ਤੋਂ ਹਨ,0.0,pa,0.0,Many social and economic benefits come from the Jewish community.,许多有益于社会和经济的理念源自犹太社区。,0.0,0.0
Eid Mubarak To Those Celebrating Today and Tomorrow,0.0,ur,0.001,Eid Mubarak to those celebrating today and tomorrow.,祝今天和明天庆祝开斋节的人们节日快乐。,0.001,0.0
"सम् एगाली, शोकाली ताशीचाली",0.0,ne,0.75,"Some are happy, some are sad, and some are just passing by.",今天，明天，后天。,0.05,0.001
Tum asiyaan to kabhi kal tak kisi aur ki zindagi mein aage badhne ki soch nahi karte hain.,1.0,ur,0.65,You never think of moving forward in someone else's life until tomorrow.,你从未想过要介入别人的生活，哪怕只是一时半刻。,0.15,0.1
Growing up as a Filipino American has its own set of experiences.,0.0,tl,0.05,Being Filipino American comes with its own unique set of experiences.,作为菲律宾裔美国人，成长经历自有一番独特滋味。,0.001,0.05
Pakistani army ready go to 'any extent' to support Kashmiris – chief of staff URL URL,0.0,ur,0.0,"The Pakistani army is prepared to go to 'any extent' to support the Kashmiris, says the chief of staff.",巴基斯坦军方参谋长表示，已准备好为支持克什米尔人民采取“任何必要措施”。,0.0,0.0
"Tum asiyaan to kabhi kal tak kisi aur ki zindagi mein khushi nahi aati, kabhi bhi naa.",1.0,ur,0.85,"You will never bring happiness into anyone else's life, not now, not ever.",你这样的人，永远无法给别人的生活带来快乐，永远都不会。,0.85,0.1
ਬਾਵਲ ਜੇਵੀਡੀਜ਼ ਅਤੇ ਆਰੋਗਿਕ ਮਹਿਲਾ ਪਸ਼ੂਆਂ ਦੇ ਲਈ ਖੁੱਲ੍ਹੀ ਵਾਤਾਵਰਨ ਜ਼ਰੂਰੀ ਹੈ।,0.0,pa,0.0,"Baval JVDS and Arogic Mahila, an open environment is essential for animals.",巴瓦尔杰维迪兹和有机女性动物需要一个开放的环境。,0.0,0.0
And 10 Pakistani street shit eaters,1.0,ur,0.001,And 10 Pakistani street scavengers.,还有10个巴基斯坦街头吃屎的家伙,0.001,0.0
ਅਸੀਂ ਇਨ੍ਹਾਂ ਗਰੁੱਪਾਂ ਦੇ ਵਿਚਾਰਾਂ 'ਤੇ ਖ਼ਾਸ ਧਿਆਨ ਦੇਣਾ ਚਾਹੀਦਾ ਹੈ।,1.0,pa,0.05,We should pay special attention to the views of these groups.,我们应该特别关注这些群体的意见。,0.001,0.0
दांगुं नितादी बिडान्,0.0,ne,0.25,Dangu Nitadi Bidan.,丹贡尼塔迪比丹,0.001,0.001
"Hazrat Mirza Masroor Ahmad ""Focus on those things that unite them""",0.0,ur,0.0,"Hazrat Mirza Masroor Ahmad said, ""Focus on those things that unite them.""",哈兹拉特·米尔扎·马苏尔·艾哈迈德强调：“专注于那些使他们团结一致的事物。”,0.0,0.05
"ਅਫ਼ਰੋ-ਅਮਰੀਕੀ ਸਮੁਦਾਏ ਦੇ ਜੀਵਨ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਅਧਿਕਾਰਾਂ ਬਾਰੇ ਸਮਾਗਮਿਕ ਜਾਣਕਾਰੀ ਪ੍ਰਤੱਖ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ, ਜੋ ਸਭ ਲੋਕਾਂ ਦੇ ਅਧਿਕਾਰਾਂ ਬਾਰੇ ਵਿਚਾਰ ਪ੍ਰਤੱਖ ਕਰਨ ਲਈ ਮਹੱਤਵਪੂਰਨ ਹੋ ਸਕਦੀ ਹੈ",0.0,pa,0.0,"Information about the lives and rights of the African-American community should be made publicly available, which can be important for raising awareness about the rights of all people.",非裔美国人社区的生活及其权利的相关事件信息应当透明公开，这对于反映全体人民的权利状况具有重要意义。,0.0,0.0
ਪੈਰਾਪਿਗਲੋ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਆਮ ਤੌਰ 'ਤੇ ਕਮਜ਼ੌਰ ਹੁੰਦੇ ਹਨ।,1.0,pa,0.25,Paragliders who save lives are usually weak.,帕拉皮格洛救生员通常身体较为虚弱。,0.05,0.0
Hey im a filipino subsciber am i the only filipino?,0.0,tl,0.001,"Hey, I'm a Filipino subscriber. Am I the only Filipino here?",嘿，我是菲律宾的订阅者，难道只有我一个菲律宾人吗？,0.001,0.001
"Kya unka zikr hai? Muslimon ki baat karein, unki taqat se humein asafal hona pasand hai.",1.0,ur,0.25,"Is there mention of them? When we speak of Muslims, we prefer to be defeated by their strength.",他们被提及了吗？说到穆斯林，我们乐于因他们的力量而受挫。,0.0,0.1
सम्गि आताली पाशोकाली,0.0,ne,0.25,Sami Atali Pashokali,萨米·阿塔利·帕索卡利,0.0,0.0
India stop killing inocent peoples of kashmir URL,0.0,ur,0.15,"India, stop killing innocent people in Kashmir.",印度停止杀害克什米尔无辜民众,0.1,0.0
Latest: Islam believers celebrate Last Friday of the holy month of Ramzan 2019 URL,0.0,ur,0.0,Latest: Muslims celebrate the final Friday of the holy month of Ramadan 2019.,最新消息：伊斯兰教信徒庆祝2019年神圣斋月的最后一个星期五。,0.0,0.0
"ਮੁਸਲਿਮ ਆਦਮੀਆਂ ਅਤੇ ਔਰਤਾਂ ਨੂੰ ਬਲੈਕ ਫੂਡ ਵਿਚੋਂ ਹਟਾਉਣ ਦੀ ਮੁਹਿੰਮ ਚਲਾਈ ਜਾਏ, ਜਿਸ ਨਾਲ ਇਸਲਾਮ ਵਰਗੇ ਕਿਸੇ ਵੀ ਧਰਮ ਦੇ ਬਾਹਕਾਰਾਂ ਨੂੰ ਅਪਮਾਨਤਾ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ ਪੈਂਦਾ ਹੈ। ਇਸ ਤਰ੍ਹਾਂ, ਉਹ ਅਜਿਹੀ ਵਿਚਾਰਧਾਰਾ ਨੂੰ ਪ੍ਰੋਮੋਟ ਕਰ ਸਕਦੇ ਹਨ ਜੋ ਸਭ ਲੋਕਾਂ ਨੂੰ ਆਪਣੀ ਵਿਧੀ ਅਤੇ ਬਚਾਉ ਦੇ ਮਾਹੌਲ ਵਿੱਚ ਸ਼ਾਂਤੀ ਅਤੇ ਗਰਜਨ-ਪ੍ਰਤੀ ਆਦਰ ਦਾ ਮਾਹੌਲ ਬਣਾਉਂਦੀ ਹੈ",0.0,pa,0.0,"A campaign should be launched to remove Muslim men and women from black food, which forces followers of any religion like Islam to face humiliation. In this way, they can promote an ideology that creates an environment of peace and respect for all people in their own methods and a protective atmosphere.",应发起一项运动，将穆斯林男女从黑名单食品中移除，以免让伊斯兰教等任何宗教的信徒遭受侮辱。这样，他们可以推广一种意识形态，为所有人创造一个和平与尊重彼此信仰和习俗的环境。,0.0,0.0
May the Almighty Allah grant the departed soul His Eternal Peace. Ameen,0.0,ur,0.0,May the Almighty Allah grant the departed soul His Eternal Peace. Amen.,愿全能的真主赐予逝者永恒的安宁。阿敏。,0.0,0.0
ਲੋਕ ਆਪਣੇ ਅਧਿਕਾਰਾਂ ਬਾਰੇ ਸਮਝੌਤਿਆਂ ਨੂੰ ਹੱਲ ਕਰਨ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਉਹਨਾਂ ਨੂੰ ਸਮੇਤ ਹੋਣੀ ਚਾਹੀਦੀ ਹੈ ਜਿਨ੍ਹਾਂ ਲਈ ਇਹ ਸਮਝੌਤੇ ਪ੍ਰਭਾਵੀ ਹੋਣ।,0.0,pa,0.05,"People should be responsible for resolving agreements about their rights, including those who are affected by these agreements.",人们应当承担起解决自身权利相关协议的责任，特别是那些受这些协议直接影响的人。,0.0,0.0
ਅਗਲੀ ਪੀੜ੍ਹੀ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਸਮਾਜ 'ਤੇ ਆਪਣੀ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਬਣਾਉਣ ਲਈ ਕੁਝ ਚਿੰਤਾਜਨਕ ਇਨਾਮ ਹਨ।,1.0,pa,0.15,There are some concerning incentives for them to exert their influence on society in the next generation.,为了在下一代中留下深刻的社会印记，他们面临着一些令人忧虑的奖赏。,0.05,0.15
negros fedem,1.0,tl,0.65,Negros Federation,黑人放屁,0.0,0.001
ਸਮਾਜ 'ਚ ਅਸਥਿਰਤਾ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਅਧਿਕਾਰਾਂ 'ਤੇ ਪ੍ਰਭਾਵ ਰੱਖਣ ਦੀ ਲੜਾਈ ਲਈ ਚੁਣੌਤੀ ਦਿੰਦੀ ਹੈ।,1.0,pa,0.15,Instability in society challenges them to fight for the impact on their rights.,社会的不稳定给他们争取自身权利的斗争带来了挑战。,0.05,0.1
\u092c\u094d\u093f \u0915\u090f \u0928\u093e\u093f \u0924\u0940\u092a\u0948\u0932 \u0926\u0947\u0932 \u092b\u093e\u093f \u092c\u094d\u093f \u0901\u0915\u092d\u0940\u0924\u0932. \u0928\u093e\u093f \u092a\u0947\u0932 \u0926\u0947\u0932 \u092b\u093e\u093f \u0901\u0915\u092d\u0940\u0924\u0932. \u092c\u094d\u093f \u0908\u092a\u0947\u0932 \u0926\u0947\u0932 \u092b\u093e\u093f \u0920\u093f\u0924\u0940\u092c\u094d\u093f \u0901\u0915\u092d\u0940\u0924\u0932.,0.0,ne,0.5,B K Nai Tepail Del Fai B Inkhbital. Nai Pel Del Fai Inkhbital. B Ipel Del Fai Thitibi Inkhbital.,B K Nai Tipail Del Fai B Inkhitil. Nai Pel Del Fai Inkhitil. B Ipel Del Fai Thitibi Inkhitil.,0.25,0.25
"तुम्ही नेहमी ह्यावर चर्चा करतात, परंतु तुम्ही याच बाबत माझ्या मनाला दुःख करू शकत नाही?",1.0,mr,0.65,"You always discuss this, but can't you understand how it hurts my feelings?",你们总是讨论这个，但你们难道不能因此伤害我的心吗？,0.15,0.65
"ਕੈਲੀਫੋਰਨੀਆ ਦੇ ਮੁੱਖ ਭਾਈਚਾਰੇ ਵਿੱਚ, ਸਾਰੇ ਜਨਤਾ ਅਤੇ ਗੋਤ ਦੀਆਂ ਪ੍ਰਮੁੱਖ ਭਿਣਨ-ਵਜ੍ਹਾਵਾਂ ਨੂੰ ਸ਼ਾਮਲ ਕਰਨ ਦੀ ਲੋੜ ਹੈ, ਤਾਂ ਜੋ ਸਭ ਦੇ ਅਧਿਕਾਰ ਅਤੇ ਪ੍ਰਤੀਨਿਧਤਾ ਨੂੰ ਮਹਿਸੂਸ ਕੀਤਾ ਜਾ ਸਕੇ।",0.0,pa,0.0,"In California's main community, it is essential to include all public and tribal key sisterhoods, so that the rights and representation of everyone can be realized.",在加州的主要社区中，需要涵盖所有公众和族群的主要关切问题，以确保每个人的权利和代表性都能得到体现。,0.0,0.0
Salaam brother! Good job! ANELE Clap,0.0,ur,0.001,Hello brother! Well done! ANELE Clap,兄弟，你好！干得漂亮！鼓掌！,0.001,0.0
